tickpick_event_id,observed_at,low_price_usd
6259635,2026-05-08T22:14:18.769830+00:00,686.0
6259636,2026-05-08T22:14:18.769830+00:00,562.0
6259637,2026-05-08T22:14:18.769830+00:00,600.0
6259638,2026-05-08T22:14:18.769830+00:00,1607.0
6259639,2026-05-08T22:14:18.769830+00:00,1391.0
6259640,2026-05-08T22:14:18.769830+00:00,685.0
6259641,2026-05-08T22:14:18.769830+00:00,293.0
6259642,2026-05-08T22:14:18.769830+00:00,271.0
6259644,2026-05-08T22:14:18.769830+00:00,181.0
6259680,2026-05-08T22:14:18.769830+00:00,506.0
6259681,2026-05-08T22:14:18.769830+00:00,754.0
6259682,2026-05-08T22:14:18.769830+00:00,997.0
6259683,2026-05-08T22:14:18.769830+00:00,304.0
6259684,2026-05-08T22:14:18.769830+00:00,782.0
6259685,2026-05-08T22:14:18.769830+00:00,446.0
6259686,2026-05-08T22:14:18.769830+00:00,491.0
6259714,2026-05-08T22:14:18.769830+00:00,779.0
6259715,2026-05-08T22:14:18.769830+00:00,536.0
6259716,2026-05-08T22:14:18.769830+00:00,359.0
6259717,2026-05-08T22:14:18.769830+00:00,625.0
6259718,2026-05-08T22:14:18.769830+00:00,140.0
6259719,2026-05-08T22:14:18.769830+00:00,529.0
6259720,2026-05-08T22:14:18.769830+00:00,584.0
6259721,2026-05-08T22:14:18.769830+00:00,400.0
6259722,2026-05-08T22:14:18.769830+00:00,296.0
6259723,2026-05-08T22:14:18.769830+00:00,584.0
6259724,2026-05-08T22:14:18.769830+00:00,2591.0
6259725,2026-05-08T22:14:18.769830+00:00,621.0
6259726,2026-05-08T22:14:18.769830+00:00,1532.0
6259727,2026-05-08T22:14:18.769830+00:00,760.0
6259728,2026-05-08T22:14:18.769830+00:00,1239.0
6259729,2026-05-08T22:14:18.769830+00:00,936.0
6259730,2026-05-08T22:14:18.769830+00:00,1179.0
6250040,2026-05-08T23:14:28.858215+00:00,8334.0
6250051,2026-05-08T23:14:28.858215+00:00,885.0
6250092,2026-05-08T23:14:28.858215+00:00,2360.0
6250102,2026-05-08T23:14:28.858215+00:00,363.0
6250103,2026-05-08T23:14:28.858215+00:00,918.0
6250104,2026-05-08T23:14:28.858215+00:00,991.0
6250380,2026-05-08T23:14:28.858215+00:00,590.0
6250383,2026-05-08T23:14:28.858215+00:00,248.0
6250384,2026-05-08T23:14:28.858215+00:00,1249.0
6250385,2026-05-08T23:14:28.858215+00:00,203.0
6250387,2026-05-08T23:14:28.858215+00:00,700.0
6250389,2026-05-08T23:14:28.858215+00:00,391.0
6250390,2026-05-08T23:14:28.858215+00:00,668.0
6250394,2026-05-08T23:14:28.858215+00:00,271.0
6259475,2026-05-08T23:14:28.858215+00:00,325.0
6259476,2026-05-08T23:14:28.858215+00:00,263.0
6259477,2026-05-08T23:14:28.858215+00:00,1533.0
6259478,2026-05-08T23:14:28.858215+00:00,2727.0
6259536,2026-05-08T23:14:28.858215+00:00,418.0
6259537,2026-05-08T23:14:28.858215+00:00,197.0
6259538,2026-05-08T23:14:28.858215+00:00,497.0
6259539,2026-05-08T23:14:28.858215+00:00,235.0
6259540,2026-05-08T23:14:28.858215+00:00,183.0
6259541,2026-05-08T23:14:28.858215+00:00,431.0
6259542,2026-05-08T23:14:28.858215+00:00,651.0
6259543,2026-05-08T23:14:28.858215+00:00,486.0
6259544,2026-05-08T23:14:28.858215+00:00,327.0
6259546,2026-05-08T23:14:28.858215+00:00,718.0
6259547,2026-05-08T23:14:28.858215+00:00,456.0
6259548,2026-05-08T23:14:28.858215+00:00,807.0
6259549,2026-05-08T23:14:28.858215+00:00,2227.0
6259550,2026-05-08T23:14:28.858215+00:00,2414.0
6259551,2026-05-08T23:14:28.858215+00:00,1528.0
6259553,2026-05-08T23:14:28.858215+00:00,1688.0
